City Name,Latitude,Longitude,Predicted Temperature,Heat Risk Score,Heat Risk,Tree Plantation,Green Roof,Cooling Infrastructure,Mitigation Priority
315,23.20971242037912,-172.9042064084289,22.645213902995394,45.03390133756424,Moderate,High Priority Tree Plantation,Optional,Urban Parks + Shade Structures,2
316,67.94496243486952,-142.52091048555343,24.470617360186164,62.239856491973136,High,Existing Green Cover Sufficient,Optional,Cooling Centers + Reflective Roads,3
317,42.312787884699446,107.96979073434818,21.859504085213477,37.62792879167044,Moderate,High Priority Tree Plantation,Recommended,Urban Parks + Shade Structures,2
318,54.62656746927274,-115.7239216604399,21.679890145478435,35.93491710156228,Moderate,Moderate Tree Plantation,Optional,Urban Parks + Shade Structures,2
319,-39.23377693716483,54.98859882667489,20.421136532469436,24.070110923746686,Low,Moderate Tree Plantation,Not Required,Routine Monitoring,1
320,-58.06088211964989,-94.25419882317846,21.83945783042217,37.43897606475719,Moderate,Moderate Tree Plantation,Recommended,Urban Parks + Shade Structures,2
321,45.11065529535449,-144.20109860663575,21.37256072688016,33.03808014576383,Moderate,High Priority Tree Plantation,Not Required,Urban Parks + Shade Structures,2
323,55.23025306810752,-92.45801124019653,24.87068802371431,66.01085729080668,High,Existing Green Cover Sufficient,Not Required,Cooling Centers + Reflective Roads,3
324,88.2909255601212,80.01609546803729,20.323709342170005,23.151778124217596,Low,High Priority Tree Plantation,Optional,Routine Monitoring,1
325,-15.72881815594323,128.05072851826287,24.613831068306354,63.58976553794634,High,Moderate Tree Plantation,Not Required,Cooling Centers + Reflective Roads,3
326,-23.03674455729903,118.879151244117,23.646227040752635,54.46928784862705,High,High Priority Tree Plantation,Not Required,Cooling Centers + Reflective Roads,3
327,49.75433293355943,-37.013929337356274,21.872158970225357,37.747211673019706,Moderate,High Priority Tree Plantation,Not Required,Urban Parks + Shade Structures,2
328,-28.65536275445679,60.51064916543263,21.95088218165405,38.48924381945688,Moderate,Moderate Tree Plantation,Recommended,Urban Parks + Shade Structures,2
329,77.53631860864164,-106.20565365030446,23.040329934962244,48.75820058769935,Moderate,Moderate Tree Plantation,Recommended,Urban Parks + Shade Structures,2
330,64.51429533174212,-74.46681710603522,23.405027935112063,52.19578443293723,High,High Priority Tree Plantation,Recommended,Cooling Centers + Reflective Roads,3
331,-12.78107507249669,142.68089466760313,21.79376213635433,37.008255908189284,Moderate,High Priority Tree Plantation,Not Required,Urban Parks + Shade Structures,2
332,45.15679220246952,-175.31930753613503,20.72670090068002,26.9503108025766,Moderate,Moderate Tree Plantation,Recommended,Urban Parks + Shade Structures,2
335,45.81771733524283,-149.21692889239148,25.28824504116957,69.94668160868135,High,Moderate Tree Plantation,Recommended,Cooling Centers + Reflective Roads,3
336,-71.43770360953212,-105.16094814743016,23.913361475135318,56.98725344142831,High,Existing Green Cover Sufficient,Optional,Cooling Centers + Reflective Roads,3
337,72.459523202322,-170.4484066054249,18.651250060669025,7.387449815468574,Low,High Priority Tree Plantation,Recommended,Routine Monitoring,1
338,0.9454270406142912,-114.68324336767296,22.92864783976815,47.705503380465345,Moderate,High Priority Tree Plantation,Recommended,Urban Parks + Shade Structures,2
339,58.7623438993935,29.89496194908918,19.29610368690138,13.465734881931166,Low,High Priority Tree Plantation,Optional,Routine Monitoring,1
340,-32.391071814489884,-28.28716178670075,26.08402756718796,77.4475978589477,Extreme,High Priority Tree Plantation,Not Required,Cooling Centers + Reflective Pavements + Water Features,4
341,71.19418112931609,141.36181598771094,20.851283797019022,28.12460885650608,Moderate,Moderate Tree Plantation,Recommended,Urban Parks + Shade Structures,2
342,-19.94369782785064,114.27968222583873,22.531722344532625,43.96414842479198,Moderate,Moderate Tree Plantation,Not Required,Urban Parks + Shade Structures,2
343,-88.0492227335463,-56.94575338876464,21.9972540797376,38.92633776474738,Moderate,High Priority Tree Plantation,Recommended,Urban Parks + Shade Structures,2
344,72.96875575546747,-86.60756396473471,22.65895937577789,45.16346392129888,Moderate,High Priority Tree Plantation,Recommended,Urban Parks + Shade Structures,2
346,-73.56839817849595,-43.31073305978393,22.987132191940475,48.256767341726984,Moderate,High Priority Tree Plantation,Recommended,Urban Parks + Shade Structures,2
347,-32.52354523372532,32.50617930533079,21.72325041136922,36.34362389318208,Moderate,Existing Green Cover Sufficient,Recommended,Urban Parks + Shade Structures,2
348,81.01115406914488,-83.49708930376454,26.59364796649801,82.251196593112,Extreme,Existing Green Cover Sufficient,Not Required,Cooling Centers + Reflective Pavements + Water Features,4
349,81.10928644876009,44.69360682568825,26.028285525820063,76.92218247189281,Extreme,High Priority Tree Plantation,Not Required,Cooling Centers + Reflective Pavements + Water Features,4
350,13.218819862191497,-32.61180521115344,21.366527079687962,32.981207971780854,Moderate,High Priority Tree Plantation,Recommended,Urban Parks + Shade Structures,2
351,23.73069819056387,18.736985106712893,22.386075806879955,42.591307924586395,Moderate,Existing Green Cover Sufficient,Optional,Urban Parks + Shade Structures,2
352,-9.27980604390244,-22.994449511286007,23.034077216072273,48.699263479636926,Moderate,Existing Green Cover Sufficient,Recommended,Urban Parks + Shade Structures,2
353,-37.22206109434838,-73.99232656490963,23.165728636041333,49.940188284002055,Moderate,Moderate Tree Plantation,Optional,Urban Parks + Shade Structures,2
354,-30.84038183341513,161.44319050637642,22.11138810042043,40.00214642158171,Moderate,High Priority Tree Plantation,Recommended,Urban Parks + Shade Structures,2
355,31.05332209386691,94.89808589751392,20.416746597114187,24.028732109350546,Low,High Priority Tree Plantation,Optional,Routine Monitoring,1
357,45.42741529878239,-129.55925672407707,21.785673410984888,36.93201290261442,Moderate,Moderate Tree Plantation,Optional,Urban Parks + Shade Structures,2
358,52.484227870652745,132.6484713232486,22.3102896813307,41.87696027043348,Moderate,High Priority Tree Plantation,Recommended,Urban Parks + Shade Structures,2
359,52.13126570301969,-4.524768630175089,19.997763968041028,20.07947020896853,Low,High Priority Tree Plantation,Recommended,Routine Monitoring,1
360,-73.58290145123573,142.03880168187288,22.76888631755875,46.199617338830784,Moderate,Moderate Tree Plantation,Recommended,Urban Parks + Shade Structures,2
361,-1.0043451535353398,107.94789214103348,22.29855807291477,41.76638004363569,Moderate,High Priority Tree Plantation,Optional,Urban Parks + Shade Structures,2
362,-79.63942319700402,-26.923138391075952,23.564953136596973,53.70321328871681,High,Moderate Tree Plantation,Recommended,Cooling Centers + Reflective Roads,3
363,8.915198818272401,-171.91104900475773,18.65543689274953,7.4269142115353475,Low,High Priority Tree Plantation,Recommended,Routine Monitoring,1
364,-10.524509752792142,-83.27615062141942,23.1605915490029,49.89176693974558,Moderate,High Priority Tree Plantation,Not Required,Urban Parks + Shade Structures,2
365,69.78675289649397,14.988317277912104,22.692464035140894,45.47927337382986,Moderate,Moderate Tree Plantation,Not Required,Urban Parks + Shade Structures,2
366,-26.835297740625837,48.05215913741301,24.056917907442337,58.34039294966765,High,High Priority Tree Plantation,Not Required,Cooling Centers + Reflective Roads,3
368,-68.92793704303094,-87.16043324404718,20.526511843221538,25.06336140984625,Moderate,Existing Green Cover Sufficient,Optional,Urban Parks + Shade Structures,2
369,-64.26149723048954,-129.83181333378332,25.05976887865377,67.79310257900853,High,Moderate Tree Plantation,Recommended,Cooling Centers + Reflective Roads,3
370,47.07191370914501,120.57488524774766,21.65679963543341,35.71726972132856,Moderate,High Priority Tree Plantation,Optional,Urban Parks + Shade Structures,2
371,21.279251396926995,174.3847850532788,22.153583925860747,40.39987738750563,Moderate,Moderate Tree Plantation,Not Required,Urban Parks + Shade Structures,2
372,-71.79791829789775,9.248465628966898,23.30282629431933,51.23244844205828,High,High Priority Tree Plantation,Optional,Cooling Centers + Reflective Roads,3
373,-74.86077489930047,-118.19545709461072,23.277757464598068,50.99615374333924,High,Existing Green Cover Sufficient,Recommended,Cooling Centers + Reflective Roads,3
374,36.17444366264159,-81.96936245302717,24.22170388004864,59.89363864095342,High,High Priority Tree Plantation,Optional,Cooling Centers + Reflective Roads,3
375,-76.90265885444516,-173.37935644291198,20.318698584191722,23.104547537070243,Low,Moderate Tree Plantation,Optional,Routine Monitoring,1
376,57.93481067226412,149.14757036177963,24.221481220774365,59.891539890963216,High,High Priority Tree Plantation,Recommended,Cooling Centers + Reflective Roads,3
377,37.12360088816932,-137.6096101595492,21.921965816283073,38.2166828774681,Moderate,Moderate Tree Plantation,Recommended,Urban Parks + Shade Structures,2
379,-75.35721948445804,27.54593118513128,21.321727273046967,32.55893230392526,Moderate,Existing Green Cover Sufficient,Optional,Urban Parks + Shade Structures,2
380,-74.72921146466545,-81.34012055260584,22.981626607474162,48.204872600839415,Moderate,Existing Green Cover Sufficient,Not Required,Urban Parks + Shade Structures,2
381,87.59512413021159,19.50408090568564,20.97815422407696,29.320468801758416,Moderate,High Priority Tree Plantation,Optional,Urban Parks + Shade Structures,2
382,-22.63125676389833,54.51133980667112,22.753591259398192,46.0554486161531,Moderate,High Priority Tree Plantation,Optional,Urban Parks + Shade Structures,2
383,-23.28441352795963,118.70704933459255,22.81514467969497,46.635641112806276,Moderate,Existing Green Cover Sufficient,Optional,Urban Parks + Shade Structures,2
384,56.303922106350456,-105.68834216618284,25.023838966385554,67.4544330882976,High,Existing Green Cover Sufficient,Optional,Cooling Centers + Reflective Roads,3
385,80.50474392909456,-176.04150168294703,21.131014733528673,30.761307023109175,Moderate,High Priority Tree Plantation,Optional,Urban Parks + Shade Structures,2
386,87.48019148811676,-130.72117317522938,21.86062926228705,37.638534527181896,Moderate,Moderate Tree Plantation,Recommended,Urban Parks + Shade Structures,2
387,45.6080733466095,144.00671106531786,20.961647459246695,29.16487872971429,Moderate,High Priority Tree Plantation,Recommended,Urban Parks + Shade Structures,2
388,-22.27327460443516,134.6004279225055,19.946681430157522,19.597974541512293,Low,Existing Green Cover Sufficient,Not Required,Routine Monitoring,1
390,-74.96987099423963,35.068716781311,23.53061537688399,53.37955116821569,High,High Priority Tree Plantation,Recommended,Cooling Centers + Reflective Roads,3
391,49.88644486693863,36.18606975611522,22.85634566209363,47.02399485053827,Moderate,High Priority Tree Plantation,Optional,Urban Parks + Shade Structures,2
392,10.512764952444911,59.413202836651976,21.69419814805845,36.06978199938591,Moderate,Moderate Tree Plantation,Recommended,Urban Parks + Shade Structures,2
393,-13.640038335544276,-116.86633969555814,22.46629697684037,43.34745958373647,Moderate,High Priority Tree Plantation,Optional,Urban Parks + Shade Structures,2
394,73.14378931705247,149.18830053298552,25.102425049292645,68.19517268366408,High,Moderate Tree Plantation,Not Required,Cooling Centers + Reflective Roads,3
395,-69.98445318489276,-29.24261103885368,27.402114031671918,89.87166581401031,Extreme,Moderate Tree Plantation,Recommended,Cooling Centers + Reflective Pavements + Water Features,4
396,-1.3274812276453505,-42.07012983018092,21.17707898007938,31.19550109524753,Moderate,High Priority Tree Plantation,Optional,Urban Parks + Shade Structures,2
397,-87.95634394186457,6.810373901821521,22.391052005511,42.6382127609654,Moderate,High Priority Tree Plantation,Optional,Urban Parks + Shade Structures,2
398,-5.641084441057274,-163.09225196098018,21.098860816379858,30.458229446301853,Moderate,Moderate Tree Plantation,Not Required,Urban Parks + Shade Structures,2
399,-79.86541037726928,-120.1379872478114,22.94057080998239,47.817887352351356,Moderate,High Priority Tree Plantation,Recommended,Urban Parks + Shade Structures,2
401,-68.61277507174705,85.69210191349333,22.804541154867035,46.53569401785068,Moderate,Moderate Tree Plantation,Optional,Urban Parks + Shade Structures,2
402,-68.84527558012113,-150.19247954695447,19.214808833655308,12.699462859312789,Low,Existing Green Cover Sufficient,Recommended,Routine Monitoring,1
403,26.85785438089144,37.13475940789976,22.038754891178062,39.31751764210724,Moderate,Moderate Tree Plantation,Not Required,Urban Parks + Shade Structures,2
404,44.2880782677762,-91.67432051472446,24.45713811669601,62.112803342110126,High,High Priority Tree Plantation,Optional,Cooling Centers + Reflective Roads,3
405,15.006377717488732,-39.85357894488845,21.898580205083576,37.99625392190107,Moderate,High Priority Tree Plantation,Optional,Urban Parks + Shade Structures,2
406,83.19105872541755,-76.07025476254805,22.614437579157382,44.74380873053623,Moderate,High Priority Tree Plantation,Optional,Urban Parks + Shade Structures,2
407,-22.523295685733277,-51.95782207261831,22.33087247332809,42.07097030950977,Moderate,High Priority Tree Plantation,Recommended,Urban Parks + Shade Structures,2
408,-38.57182446926507,78.85652586632835,22.57165585000037,44.340555131774856,Moderate,Moderate Tree Plantation,Optional,Urban Parks + Shade Structures,2
409,66.34784307410285,-73.03618237565699,22.06790675062469,39.59229831282989,Moderate,Moderate Tree Plantation,Not Required,Urban Parks + Shade Structures,2
410,-49.75274906649853,23.905670506882984,21.651925301577712,35.67132504570173,Moderate,High Priority Tree Plantation,Not Required,Urban Parks + Shade Structures,2
412,83.38005709931002,-8.62185520832412,19.740833294406343,17.657683600130937,Low,High Priority Tree Plantation,Optional,Routine Monitoring,1
413,-87.81219455583306,58.92161953055333,21.138799769226218,30.83468749938677,Moderate,High Priority Tree Plantation,Optional,Urban Parks + Shade Structures,2
414,84.57818880737503,157.2587061569129,23.37341788551101,51.89783326289762,High,Moderate Tree Plantation,Not Required,Cooling Centers + Reflective Roads,3
415,-82.2312158488963,83.72595499569013,22.330497089040538,42.067431998463064,Moderate,High Priority Tree Plantation,Recommended,Urban Parks + Shade Structures,2
416,70.4057604656528,-102.62146370732756,21.76748129007531,36.7605369391496,Moderate,Moderate Tree Plantation,Optional,Urban Parks + Shade Structures,2
417,4.986199635533978,-168.7740713779375,19.84062168809571,18.59827271755929,Low,High Priority Tree Plantation,Not Required,Routine Monitoring,1
418,88.73366330147405,-85.58494405206297,24.763135420588952,64.9970840020441,High,Existing Green Cover Sufficient,Not Required,Cooling Centers + Reflective Roads,3
419,-76.71661834762821,34.22805505209175,20.992214730035638,29.453000836810894,Moderate,Existing Green Cover Sufficient,Not Required,Urban Parks + Shade Structures,2
420,9.693771192237747,-161.48670714566987,23.194021437991342,50.20687161892551,High,High Priority Tree Plantation,Optional,Cooling Centers + Reflective Roads,3
421,84.47445641143781,-1.308151007554926,25.804351487339037,74.81141676227821,High,High Priority Tree Plantation,Recommended,Cooling Centers + Reflective Roads,3
423,4.157611950626787,34.86342561008013,25.667563920280042,73.5220794734578,High,Moderate Tree Plantation,Optional,Cooling Centers + Reflective Roads,3
424,23.29175486434725,-59.67219930589411,19.522544966216284,15.600133434564153,Low,High Priority Tree Plantation,Recommended,Routine Monitoring,1
425,35.234764017231086,97.52839334849592,26.39806260349014,80.40764087313367,Extreme,Moderate Tree Plantation,Optional,Cooling Centers + Reflective Pavements + Water Features,4
426,-8.182608341800815,-141.62462887184216,21.987143028598926,38.83103264643468,Moderate,Existing Green Cover Sufficient,Optional,Urban Parks + Shade Structures,2
427,22.960454415131423,-152.95039857510884,23.746654726031785,55.41590282427381,High,Moderate Tree Plantation,Recommended,Cooling Centers + Reflective Roads,3
428,15.17657614615804,82.14795223329719,19.440653092489235,14.828233994302021,Low,Existing Green Cover Sufficient,Optional,Routine Monitoring,1
429,72.20844188837802,-1.6231261657685536,23.496749269862562,53.060334769030234,High,High Priority Tree Plantation,Optional,Cooling Centers + Reflective Roads,3
430,-81.81965153853758,67.82486271398497,25.091472982433675,68.09194028839212,High,High Priority Tree Plantation,Not Required,Cooling Centers + Reflective Roads,3
431,-39.42662587339854,-23.46215810265136,21.42994004955552,33.57892827928383,Moderate,Moderate Tree Plantation,Recommended,Urban Parks + Shade Structures,2
432,81.07406713378057,-91.29526803392154,22.320985922054405,41.97778129029505,Moderate,High Priority Tree Plantation,Optional,Urban Parks + Shade Structures,2
434,70.24748110036495,114.87683436271192,23.37516676690327,51.914317933553335,High,Moderate Tree Plantation,Not Required,Cooling Centers + Reflective Roads,3
435,-7.98178449857167,107.78971642883256,21.821289236705724,37.26772186477614,Moderate,High Priority Tree Plantation,Optional,Urban Parks + Shade Structures,2
436,21.62386760427661,70.09072950759364,20.922145018171047,28.792535165358785,Moderate,High Priority Tree Plantation,Not Required,Urban Parks + Shade Structures,2
437,-40.07138706339612,-82.02775059721343,23.698499630749115,54.96200075313112,High,Existing Green Cover Sufficient,Not Required,Cooling Centers + Reflective Roads,3
438,-56.138191249722965,32.48304007287135,20.11149626479008,21.15149228154841,Low,High Priority Tree Plantation,Recommended,Routine Monitoring,1
439,-6.534287110803206,-50.04939710159036,22.941186505053704,47.82369079363667,Moderate,Existing Green Cover Sufficient,Not Required,Urban Parks + Shade Structures,2
440,-26.39659895531049,-147.0304536024117,21.758416026310847,36.67508924199542,Moderate,Existing Green Cover Sufficient,Recommended,Urban Parks + Shade Structures,2
441,15.05810013315697,150.2328871664074,25.287536748633972,69.9400053588059,High,Moderate Tree Plantation,Optional,Cooling Centers + Reflective Roads,3
442,-76.00776534630273,-130.7452928691739,23.315822373442398,51.354947363430306,High,Moderate Tree Plantation,Not Required,Cooling Centers + Reflective Roads,3
443,85.39106537990997,162.08544737548883,20.08600335405553,20.911200264391262,Low,Moderate Tree Plantation,Recommended,Routine Monitoring,1
446,87.51793400632852,-19.437921735135944,21.463480410979663,33.89507425361798,Moderate,Existing Green Cover Sufficient,Recommended,Urban Parks + Shade Structures,2
